0 0 0.002699
0 1 -0.018478
0 2 -0.012468
0 3 0.024749
0 4 -0.020414
0 5 0.001873
0 6 0.038231
0 7 0.037143
0 8 0.019655
0 9 0.005692
0 10 -0.044170
0 11 0.032579
0 12 0.006244
0 13 0.002269
0 14 0.012865
0 15 0.015601
0 16 -0.016773
0 17 0.026369
0 18 -0.030753
0 19 -0.007223
0 20 0.036660
0 21 0.019149
0 22 -0.003039
0 23 0.029651
0 24 -0.013831
0 25 -0.022157
0 26 -0.011725
0 27 0.019528
0 28 0.013134
0 29 -0.026498
0 30 -0.033476
0 31 0.022338

1 0 0.034463
1 1 0.001649
1 2 0.018493
1 3 -0.019644
1 4 0.005867
1 5 0.006452
1 6 -0.010752
1 7 -0.014432
1 8 -0.013001
1 9 0.028336
1 10 0.021373
1 11 0.015462
1 12 0.000608
1 13 -0.002081
1 14 0.032498
1 15 -0.016158
1 16 -0.000646
1 17 -0.020129
1 18 0.025797
1 19 0.008258
1 20 -0.002782
1 21 -0.019587
1 22 0.012979
1 23 0.017640
1 24 0.022133
1 25 0.004740
1 26 0.014524
1 27 0.001564
1 28 0.002429
1 29 -0.034033
1 30 0.004658
1 31 0.038250

2 0 0.021165
2 1 -0.031312
2 2 -0.019721
2 3 0.021129
2 4 -0.007470
2 5 0.038376
2 6 0.006111
2 7 0.019331
2 8 -0.026204
2 9 0.005337
2 10 0.000064
2 11 -0.007723
2 12 -0.013409
2 13 -0.011298
2 14 -0.026643
2 15 -0.034308
2 16 -0.018383
2 17 0.008190
2 18 0.007102
2 19 -0.033288
2 20 0.006552
2 21 0.025236
2 22 0.011954
2 23 -0.033209
2 24 -0.001634
2 25 0.014826
2 26 0.008431
2 27 -0.020712
2 28 0.030001
2 29 -0.022386
2 30 0.040220
2 31 0.010919

3 0 -0.015016
3 1 -0.007049
3 2 -0.019477
3 3 0.001711
3 4 -0.008529
3 5 -0.010135
3 6 -0.016501
3 7 -0.036536
3 8 0.000027
3 9 -0.022893
3 10 0.021529
3 11 0.015021
3 12 -0.034677
3 13 0.015374
3 14 0.010797
3 15 -0.002043
3 16 -0.011693
3 17 -0.009901
3 18 0.033172
3 19 0.005878
3 20 0.028962
3 21 -0.012345
3 22 -0.017556
3 23 0.002073
3 24 0.026948
3 25 0.018622
3 26 0.006920
3 27 -0.017288
3 28 0.014159
3 29 -0.024712
3 30 0.014702
3 31 0.013047

4 0 0.019528
4 1 0.027341
4 2 0.007026
4 3 -0.003525
4 4 0.006499
4 5 -0.005569
4 6 0.012724
4 7 -0.031541
4 8 -0.004856
4 9 -0.014825
4 10 0.001146
4 11 0.027137
4 12 0.009439
4 13 -0.037127
4 14 0.000311
4 15 -0.016532
4 16 0.037849
4 17 0.007907
4 18 -0.003089
4 19 -0.020440
4 20 -0.007244
4 21 0.028441
4 22 0.022119
4 23 0.010348
4 24 -0.012804
4 25 -0.008153
4 26 -0.028455
4 27 -0.028287
4 28 0.009201
4 29 -0.001017
4 30 -0.001274
4 31 0.000973

5 0 -0.025458
5 1 -0.007291
5 2 -0.021621
5 3 0.014587
5 4 -0.001454
5 5 -0.016609
5 6 -0.003438
5 7 -0.026964
5 8 -0.003672
5 9 -0.045859
5 10 0.027305
5 11 0.031715
5 12 0.010267
5 13 0.016705
5 14 0.001501
5 15 -0.001798
5 16 -0.032070
5 17 -0.005881
5 18 -0.017540
5 19 -0.016043
5 20 -0.013160
5 21 -0.006982
5 22 0.015325
5 23 -0.007772
5 24 -0.007335
5 25 0.020465
5 26 0.004432
5 27 0.003395
5 28 -0.014285
5 29 -0.008819
5 30 -0.005014
5 31 -0.015333

6 0 0.018229
6 1 0.029342
6 2 0.013841
6 3 0.028996
6 4 0.029949
6 5 0.025062
6 6 -0.022918
6 7 0.038696
6 8 0.008106
6 9 -0.023506
6 10 -0.020513
6 11 0.027637
6 12 -0.010345
6 13 0.002246
6 14 -0.000542
6 15 -0.006631
6 16 -0.045374
6 17 0.004741
6 18 -0.036319
6 19 0.008218
6 20 -0.009400
6 21 0.000264
6 22 -0.014997
6 23 -0.043196
6 24 0.019838
6 25 0.002274
6 26 -0.008722
6 27 -0.023044
6 28 0.023973
6 29 0.016833
6 30 -0.005207
6 31 0.002647

7 0 0.005468
7 1 0.007033
7 2 0.015364
7 3 -0.026753
7 4 -0.018270
7 5 -0.010082
7 6 0.019329
7 7 -0.012757
7 8 -0.021433
7 9 -0.019737
7 10 0.030529
7 11 -0.028830
7 12 -0.002355
7 13 0.008446
7 14 0.012361
7 15 -0.044333
7 16 -0.025297
7 17 -0.004819
7 18 0.034922
7 19 0.025442
7 20 -0.006731
7 21 0.025452
7 22 0.012593
7 23 -0.038695
7 24 0.002825
7 25 0.000586
7 26 -0.040426
7 27 0.012115
7 28 0.046865
7 29 0.019735
7 30 0.015293
7 31 0.004834

8 0 0.001130
8 1 0.021422
8 2 0.016636
8 3 0.016433
8 4 -0.023059
8 5 -0.032431
8 6 -0.030740
8 7 0.025146
8 8 0.015921
8 9 -0.015862
8 10 -0.028941
8 11 0.022034
8 12 -0.025922
8 13 0.005040
8 14 -0.033973
8 15 0.019881
8 16 0.020350
8 17 -0.031051
8 18 -0.000338
8 19 0.013758
8 20 0.047070
8 21 0.001078
8 22 0.019943
8 23 0.006733
8 24 0.023460
8 25 0.029982
8 26 -0.012080
8 27 -0.013023
8 28 0.010951
8 29 0.020783
8 30 -0.013905
8 31 0.037137

9 0 -0.036129
9 1 0.011334
9 2 0.007649
9 3 0.017515
9 4 -0.000758
9 5 -0.015816
9 6 0.014712
9 7 -0.040572
9 8 0.014249
9 9 -0.030479
9 10 -0.003203
9 11 -0.008009
9 12 0.009584
9 13 0.016424
9 14 -0.034129
9 15 -0.032577
9 16 -0.004121
9 17 -0.027376
9 18 0.012641
9 19 -0.028221
9 20 -0.029105
9 21 -0.003772
9 22 -0.027255
9 23 -0.015098
9 24 -0.005560
9 25 0.012522
9 26 -0.027589
9 27 0.011326
9 28 -0.003214
9 29 -0.007818
9 30 -0.018803
9 31 -0.017357

10 0 -0.019452
10 1 0.028562
10 2 0.022476
10 3 -0.007280
10 4 -0.007137
10 5 -0.009080
10 6 -0.011606
10 7 -0.003136
10 8 -0.006208
10 9 -0.043238
10 10 0.018741
10 11 0.012675
10 12 -0.018400
10 13 0.014709
10 14 0.041622
10 15 0.027338
10 16 0.039493
10 17 0.004018
10 18 -0.014623
10 19 0.012830
10 20 0.000059
10 21 0.019892
10 22 -0.031198
10 23 0.010234
10 24 -0.023898
10 25 -0.035314
10 26 0.008349
10 27 -0.025761
10 28 0.008287
10 29 -0.002808
10 30 0.016167
10 31 -0.027505

11 0 0.007854
11 1 0.005886
11 2 0.003831
11 3 0.012529
11 4 -0.006690
11 5 0.041297
11 6 -0.007253
11 7 -0.037069
11 8 -0.019554
11 9 -0.000035
11 10 -0.009148
11 11 -0.010506
11 12 0.022373
11 13 0.005459
11 14 -0.005611
11 15 0.031786
11 16 0.031464
11 17 -0.011537
11 18 0.000492
11 19 -0.009760
11 20 -0.003503
11 21 -0.009164
11 22 -0.017001
11 23 -0.020260
11 24 -0.021744
11 25 0.009300
11 26 -0.039009
11 27 0.000310
11 28 -0.021418
11 29 0.011131
11 30 -0.012483
11 31 -0.025376

12 0 0.020476
12 1 0.008512
12 2 -0.006473
12 3 0.006070
12 4 0.012561
12 5 0.022426
12 6 0.018554
12 7 -0.005620
12 8 -0.010080
12 9 0.016786
12 10 0.039028
12 11 -0.014977
12 12 0.012616
12 13 0.002714
12 14 0.026899
12 15 0.002362
12 16 -0.004884
12 17 -0.030886
12 18 0.001395
12 19 0.008178
12 20 0.037424
12 21 -0.034792
12 22 0.026377
12 23 0.036404
12 24 0.033798
12 25 -0.005010
12 26 -0.001918
12 27 0.005845
12 28 -0.016374
12 29 0.010207
12 30 -0.009573
12 31 0.005285

13 0 0.005514
13 1 0.005056
13 2 0.003952
13 3 0.004270
13 4 -0.024224
13 5 -0.014292
13 6 0.026634
13 7 0.009111
13 8 0.027060
13 9 -0.005156
13 10 0.006944
13 11 -0.021562
13 12 0.008741
13 13 0.014184
13 14 0.018790
13 15 0.026788
13 16 -0.003690
13 17 0.014768
13 18 -0.008441
13 19 -0.018040
13 20 -0.015594
13 21 0.011102
13 22 0.012847
13 23 -0.008537
13 24 -0.015925
13 25 -0.018429
13 26 0.030889
13 27 0.021722
13 28 -0.011494
13 29 -0.015381
13 30 0.005008
13 31 -0.001166

14 0 -0.000124
14 1 -0.010582
14 2 -0.025204
14 3 0.038978
14 4 -0.038405
14 5 0.022348
14 6 -0.002212
14 7 0.013441
14 8 -0.038744
14 9 0.006927
14 10 0.016977
14 11 0.034078
14 12 0.012425
14 13 0.032144
14 14 0.021877
14 15 0.010012
14 16 0.024404
14 17 -0.013864
14 18 0.020876
14 19 -0.017681
14 20 -0.007159
14 21 -0.045009
14 22 -0.028079
14 23 -0.016099
14 24 0.000900
14 25 -0.044045
14 26 -0.015994
14 27 -0.009344
14 28 0.021688
14 29 -0.003275
14 30 0.030218
14 31 0.004100

15 0 0.013460
15 1 -0.009441
15 2 -0.015104
15 3 -0.000868
15 4 0.000793
15 5 0.025311
15 6 -0.032659
15 7 -0.012425
15 8 -0.008473
15 9 0.006810
15 10 -0.004974
15 11 0.014728
15 12 0.000307
15 13 -0.023857
15 14 0.029438
15 15 0.019068
15 16 0.040150
15 17 0.003908
15 18 -0.003473
15 19 0.017721
15 20 0.010629
15 21 -0.007626
15 22 0.012612
15 23 -0.004223
15 24 0.005858
15 25 -0.031087
15 26 0.037123
15 27 0.005566
15 28 -0.002250
15 29 -0.014727
15 30 -0.027549
15 31 -0.015270

16 0 0.024813
16 1 0.005331
16 2 0.021387
16 3 0.011766
16 4 -0.001752
16 5 0.004926
16 6 -0.007627
16 7 0.004846
16 8 0.013692
16 9 0.004903
16 10 0.042485
16 11 -0.041035
16 12 -0.008102
16 13 -0.027731
16 14 0.013748
16 15 0.039319
16 16 -0.013025
16 17 -0.000034
16 18 -0.008377
16 19 -0.021136
16 20 0.004069
16 21 0.011433
16 22 -0.020584
16 23 -0.002379
16 24 0.007216
16 25 -0.004501
16 26 -0.037833
16 27 -0.033510
16 28 0.029486
16 29 -0.012130
16 30 -0.000847
16 31 -0.016153

17 0 -0.004131
17 1 -0.017663
17 2 -0.024018
17 3 -0.028898
17 4 -0.008697
17 5 0.014463
17 6 -0.014860
17 7 -0.025872
17 8 -0.034901
17 9 0.007175
17 10 0.009115
17 11 -0.017116
17 12 -0.006414
17 13 -0.025296
17 14 -0.019826
17 15 -0.005281
17 16 0.007312
17 17 -0.020681
17 18 -0.024271
17 19 0.024579
17 20 -0.002157
17 21 -0.032310
17 22 -0.022775
17 23 0.007077
17 24 0.000284
17 25 0.025676
17 26 -0.017368
17 27 0.005828
17 28 0.006500
17 29 0.010230
17 30 -0.003200
17 31 0.032107

18 0 -0.014840
18 1 0.039173
18 2 0.040903
18 3 0.012212
18 4 -0.017783
18 5 0.011859
18 6 -0.049825
18 7 -0.000795
18 8 0.027428
18 9 0.015332
18 10 0.031591
18 11 -0.008228
18 12 -0.004693
18 13 0.009432
18 14 -0.011080
18 15 -0.042894
18 16 0.001007
18 17 0.007258
18 18 -0.015686
18 19 -0.041216
18 20 -0.043262
18 21 0.042409
18 22 0.001237
18 23 -0.034728
18 24 -0.020756
18 25 0.034709
18 26 0.029399
18 27 -0.007405
18 28 -0.004694
18 29 0.013511
18 30 -0.021441
18 31 -0.040605

19 0 -0.015189
19 1 0.021929
19 2 0.000871
19 3 -0.009685
19 4 0.038974
19 5 -0.025997
19 6 0.031701
19 7 0.028943
19 8 -0.004446
19 9 -0.013358
19 10 0.018412
19 11 -0.017560
19 12 0.011514
19 13 0.046010
19 14 -0.015259
19 15 0.033612
19 16 0.031433
19 17 -0.020163
19 18 0.013992
19 19 0.018286
19 20 0.003392
19 21 -0.030296
19 22 0.028301
19 23 0.022988
19 24 0.015483
19 25 -0.024151
19 26 -0.009273
19 27 -0.012157
19 28 0.013014
19 29 0.009588
19 30 0.024891
19 31 -0.001054

20 0 0.003323
20 1 0.003827
20 2 -0.004244
20 3 -0.032203
20 4 0.032179
20 5 0.005975
20 6 0.026956
20 7 0.036757
20 8 -0.005355
20 9 0.009806
20 10 0.012470
20 11 -0.014977
20 12 0.010695
20 13 0.004013
20 14 0.010200
20 15 0.024429
20 16 -0.002669
20 17 0.010930
20 18 -0.000708
20 19 0.024676
20 20 0.010529
20 21 -0.004566
20 22 -0.008280
20 23 -0.009673
20 24 -0.002172
20 25 -0.015474
20 26 -0.000773
20 27 -0.028465
20 28 -0.032763
20 29 0.014723
20 30 -0.030226
20 31 0.021823

21 0 -0.014095
21 1 -0.007676
21 2 0.036697
21 3 0.012396
21 4 -0.032966
21 5 -0.027895
21 6 -0.040167
21 7 0.007583
21 8 0.019422
21 9 -0.036332
21 10 -0.013819
21 11 0.001602
21 12 0.013044
21 13 0.016406
21 14 0.022834
21 15 0.041553
21 16 -0.014155
21 17 -0.043584
21 18 0.010224
21 19 -0.030669
21 20 -0.009632
21 21 0.000406
21 22 -0.000530
21 23 0.039603
21 24 0.019424
21 25 -0.015878
21 26 -0.013713
21 27 0.008329
21 28 -0.022747
21 29 -0.009445
21 30 -0.023443
21 31 0.037295

22 0 0.016794
22 1 -0.017687
22 2 0.017507
22 3 0.003023
22 4 -0.002489
22 5 0.033237
22 6 0.021486
22 7 -0.016569
22 8 -0.003144
22 9 -0.016502
22 10 -0.034754
22 11 -0.005597
22 12 -0.028610
22 13 0.009863
22 14 -0.014168
22 15 -0.005412
22 16 0.041141
22 17 0.007989
22 18 -0.023669
22 19 -0.009318
22 20 0.013356
22 21 0.000016
22 22 -0.033586
22 23 -0.003580
22 24 -0.011380
22 25 -0.001225
22 26 -0.015552
22 27 -0.003249
22 28 0.014036
22 29 0.007813
22 30 -0.020384
22 31 0.024250

23 0 -0.007210
23 1 0.024365
23 2 0.014623
23 3 0.018557
23 4 -0.045086
23 5 0.001106
23 6 0.018597
23 7 0.003909
23 8 0.017690
23 9 -0.002629
23 10 0.002662
23 11 0.004359
23 12 -0.016935
23 13 -0.039515
23 14 -0.036027
23 15 -0.006183
23 16 0.000772
23 17 -0.028105
23 18 -0.015255
23 19 -0.001731
23 20 0.005102
23 21 -0.001411
23 22 -0.032444
23 23 0.015762
23 24 0.041109
23 25 0.030690
23 26 -0.013485
23 27 -0.028445
23 28 0.002259
23 29 0.000910
23 30 -0.009622
23 31 0.015110

24 0 0.022405
24 1 0.003493
24 2 -0.024148
24 3 0.015009
24 4 -0.004588
24 5 0.000628
24 6 0.046007
24 7 -0.025081
24 8 -0.010983
24 9 0.015073
24 10 -0.020591
24 11 0.019296
24 12 0.034195
24 13 -0.019529
24 14 -0.001138
24 15 0.003412
24 16 0.019485
24 17 0.004598
24 18 0.021646
